avg_section_depth,delivery_time_stats,execution_time,heap_extracts,heap_inserts,max_section_depth,packages_moved,peak_memory_kb,re_storage_events,rerouting_count,stack_pops,stack_pops_rearmazenado,stack_pushes,storage_time_stats,transit_time_stats,transport_capacity,transport_events,transport_utilization,metrics_file
12.319452302817698,"{'count': 1000, 'max': 3980, 'mean': 643.282, 'median': 198.0, 'min': 21, 'p95': 2623}",0.994443506,6709,6757,55,13660,3816,4823,126,6830,0,6830,"{'count': 2007, 'max': 3890, 'mean': 288.5884404583956, 'median': 23, 'min': 0, 'p95': 1568}","{'count': 2007, 'max': 1865, 'mean': 300.51918285999005, 'median': 76, 'min': 1, 'p95': 1479}",3,3653,124.64640934391824,../results/expC_cap3.in/metrics.json
5.74648629655657,"{'count': 1000, 'max': 1652, 'mean': 321.587, 'median': 179.5, 'min': 21, 'p95': 1222}",0.802613583,5893,5941,37,7330,3776,1638,89,3665,0,3665,"{'count': 2027, 'max': 1564, 'mean': 130.51702022693635, 'median': 26, 'min': 0, 'p95': 640}","{'count': 2027, 'max': 945, 'mean': 138.65170202269363, 'median': 71, 'min': 1, 'p95': 667}",4,2817,65.05147319843806,../results/expC_cap4.in/metrics.json
2.566518847006652,"{'count': 1000, 'max': 739, 'mean': 197.451, 'median': 160.0, 'min': 21, 'p95': 475}",0.700525647,5486,5534,16,4900,3768,390,48,2450,0,2450,"{'count': 2060, 'max': 642, 'mean': 78.11990291262136, 'median': 30.5, 'min': 0, 'p95': 297}","{'count': 2060, 'max': 322, 'mean': 75.85, 'median': 70.0, 'min': 1, 'p95': 186}",5,2377,41.228439209087085,../results/expC_cap5.in/metrics.json
1.9988213107024988,"{'count': 1000, 'max': 529, 'mean': 169.442, 'median': 149.0, 'min': 21, 'p95': 366}",0.662263912,5420,5468,13,4332,3756,90,23,2166,0,2166,"{'count': 2076, 'max': 429, 'mean': 66.18015414258188, 'median': 31.0, 'min': 0, 'p95': 239}","{'count': 2076, 'max': 210, 'mean': 61.61946050096339, 'median': 65.0, 'min': 1, 'p95': 105}",6,2295,31.459694989106755,../results/expC_cap6.in/metrics.json
1.9348137535816619,"{'count': 1000, 'max': 492, 'mean': 163.456, 'median': 145.5, 'min': 21, 'p95': 355}",0.65746962,5431,5479,10,4202,3716,14,5,2101,0,2101,"{'count': 2087, 'max': 388, 'mean': 62.95112601820795, 'median': 30, 'min': 0, 'p95': 224}","{'count': 2087, 'max': 153, 'mean': 58.32103497843795, 'median': 62, 'min': 1, 'p95': 100}",8,2295,22.886710239651418,../results/expC_cap8.in/metrics.json
0.6429937828790052,"{'count': 1000, 'max': 207, 'mean': 54.978, 'median': 51.0, 'min': 21, 'p95': 105}",1.72825656,25485,25533,4,4182,3656,0,0,2091,0,2091,"{'count': 2091, 'max': 180, 'mean': 20.866092778574846, 'median': 21, 'min': 0, 'p95': 73}","{'count': 2091, 'max': 120, 'mean': 6.2926829268292686, 'median': 6, 'min': 1, 'p95': 10}",5,22345,3.743119266055046,../results/expC_interval10.in/metrics.json
2.566518847006652,"{'count': 1000, 'max': 739, 'mean': 197.451, 'median': 160.0, 'min': 21, 'p95': 475}",0.696920412,5486,5534,16,4900,3612,390,48,2450,0,2450,"{'count': 2060, 'max': 642, 'mean': 78.11990291262136, 'median': 30.5, 'min': 0, 'p95': 297}","{'count': 2060, 'max': 322, 'mean': 75.85, 'median': 70.0, 'min': 1, 'p95': 186}",5,2377,41.228439209087085,../results/expC_interval100.in/metrics.json
4.956193060670673,"{'count': 1000, 'max': 1532, 'mean': 317.377, 'median': 202.5, 'min': 21, 'p95': 1066}",0.721578606,5368,5416,33,6238,3628,1079,76,3119,0,3119,"{'count': 2040, 'max': 1424, 'mean': 125.58186274509804, 'median': 27.5, 'min': 0, 'p95': 574}","{'count': 2040, 'max': 831, 'mean': 135.5769607843137, 'median': 90.0, 'min': 1, 'p95': 588}",5,2279,54.74330846862659,../results/expC_interval120.in/metrics.json
0.7027737924438068,"{'count': 1000, 'max': 212, 'mean': 60.55, 'median': 57.0, 'min': 21, 'p95': 118}",1.442509949,18091,18139,4,4182,3704,0,0,2091,0,2091,"{'count': 2091, 'max': 190, 'mean': 23.1272118603539, 'median': 22, 'min': 0, 'p95': 79}","{'count': 2091, 'max': 120, 'mean': 8.957436633189861, 'median': 9, 'min': 1, 'p95': 15}",5,14951,5.594274630459501,../results/expC_interval15.in/metrics.json
0.8017694882831181,"{'count': 1000, 'max': 216, 'mean': 65.76, 'median': 61.0, 'min': 21, 'p95': 126}",1.102249136,14370,14418,4,4182,3784,0,0,2091,0,2091,"{'count': 2091, 'max': 189, 'mean': 25.290769966523193, 'median': 22, 'min': 0, 'p95': 86}","{'count': 2091, 'max': 120, 'mean': 11.44906743185079, 'median': 11, 'min': 1, 'p95': 20}",5,11230,7.4479073909171865,../results/expC_interval20.in/metrics.json
0.8811573409851745,"{'count': 1000, 'max': 227, 'mean': 71.161, 'median': 69.0, 'min': 21, 'p95': 139}",1.088071229,12117,12165,5,4182,3700,0,0,2091,0,2091,"{'count': 2091, 'max': 195, 'mean': 28.02199904351985, 'median': 23, 'min': 0, 'p95': 94}","{'count': 2091, 'max': 120, 'mean': 14.032042085126733, 'median': 13, 'min': 1, 'p95': 26}",5,8977,9.317143811963907,../results/expC_interval25.in/metrics.json
0.9387852702056433,"{'count': 1000, 'max': 227, 'mean': 74.47, 'median': 73.0, 'min': 21, 'p95': 138}",1.00860896,10611,10659,6,4184,3768,2,1,2092,0,2092,"{'count': 2090, 'max': 190, 'mean': 28.135885167464114, 'median': 23.0, 'min': 0, 'p95': 92}","{'count': 2090, 'max': 120, 'mean': 15.631578947368421, 'median': 14.0, 'min': 1, 'p95': 30}",5,7472,11.19914346895075,../results/expC_interval30.in/metrics.json
1.0962732919254659,"{'count': 1000, 'max': 236, 'mean': 86.603, 'median': 82.0, 'min': 21, 'p95': 170}",0.875311668,8787,8835,6,4194,3736,8,2,2097,0,2097,"{'count': 2089, 'max': 189, 'mean': 33.426998563906174, 'median': 24, 'min': 0, 'p95': 112}","{'count': 2089, 'max': 120, 'mean': 21.456677836285305, 'median': 21, 'min': 1, 'p95': 40}",5,5649,14.848645778013807,../results/expC_interval40.in/metrics.json
0.5712577714012435,"{'count': 1000, 'max': 197, 'mean': 49.656, 'median': 46.0, 'min': 21, 'p95': 94}",2.92395918,47793,47841,4,4182,3644,0,0,2091,0,2091,"{'count': 2091, 'max': 175, 'mean': 19.061692969870876, 'median': 21, 'min': 0, 'p95': 69}","{'count': 2091, 'max': 120, 'mean': 3.7474892395982784, 'median': 3, 'min': 1, 'p95': 6}",5,44653,1.8731104293104606,../results/expC_interval5.in/metrics.json
1.239073322187724,"{'count': 1000, 'max': 280, 'mean': 102.204, 'median': 96.0, 'min': 21, 'p95': 207}",0.805714945,7690,7738,7,4204,3640,17,6,2102,0,2102,"{'count': 2085, 'max': 223, 'mean': 38.55491606714628, 'median': 25, 'min': 0, 'p95': 130}","{'count': 2085, 'max': 120, 'mean': 29.018705035971223, 'median': 29, 'min': 1, 'p95': 51}",5,4556,18.45478489903424,../results/expC_interval50.in/metrics.json
1.3802950975725845,"{'count': 1000, 'max': 318, 'mean': 116.371, 'median': 107.5, 'min': 21, 'p95': 239}",0.734855296,6926,6974,7,4238,3712,36,10,2119,0,2119,"{'count': 2083, 'max': 250, 'mean': 44.353336533845415, 'median': 27, 'min': 0, 'p95': 152}","{'count': 2083, 'max': 120, 'mean': 35.86701872299568, 'median': 39, 'min': 1, 'p95': 61}",5,3794,22.340537691091196,../results/expC_interval60.in/metrics.json
1.563180312352106,"{'count': 1000, 'max': 381, 'mean': 128.913, 'median': 114.0, 'min': 21, 'p95': 280}",0.727679257,6385,6433,10,4298,3640,72,16,2149,0,2149,"{'count': 2077, 'max': 308, 'mean': 50.610014443909485, 'median': 27, 'min': 0, 'p95': 178}","{'count': 2077, 'max': 136, 'mean': 42.06692344727973, 'median': 46, 'min': 1, 'p95': 73}",5,3259,26.376189015035287,../results/expC_interval70.in/metrics.json
1.763768455589407,"{'count': 1000, 'max': 477, 'mean': 141.396, 'median': 127.0, 'min': 22, 'p95': 313}",0.698638261,5992,6040,11,4380,3784,113,21,2190,0,2190,"{'count': 2077, 'max': 392, 'mean': 54.3216177178623, 'median': 28, 'min': 0, 'p95': 197}","{'count': 2077, 'max': 179, 'mean': 48.07703418391912, 'median': 49, 'min': 1, 'p95': 88}",5,2866,30.565247732030706,../results/expC_interval80.in/metrics.json
1.9530341780981166,"{'count': 1000, 'max': 582, 'mean': 161.692, 'median': 141.0, 'min': 21, 'p95': 363}",0.64434666,5683,5731,14,4478,3724,177,40,2239,0,2239,"{'count': 2062, 'max': 490, 'mean': 62.534917555771095, 'median': 28.0, 'min': 0, 'p95': 233}","{'count': 2062, 'max': 241, 'mean': 58.41513094083414, 'median': 59.0, 'min': 1, 'p95': 126}",5,2572,34.821150855365474,../results/expC_interval90.in/metrics.json
